Brand,Seller_ID,Avg_Price,Min_Price,Max_Price,Total_Listings,Price_Tendency
Asus,new.techies,399.0,399.0,399.0,1,Stable Price
Microsoft,new.techies,549.0,549.0,549.0,1,Stable Price
HP,gizzmoh,238.5,238.5,238.5,1,Stable Price
Dell,gizzmoh,250.76,179.99,341.1,6,Price Spike
Dell,erecycleronline,104.99,104.99,104.99,1,Stable Price
HP,bid$buy,169.99,149.99,189.99,2,Stable Price
Acer,bid$buy,154.99,129.99,179.99,2,Stable Price
Dell,bid$buy,266.66,199.99,299.99,3,Price Drop
Dell,apetek-products,229.99,229.99,229.99,1,Stable Price
Samsung,yywirelesss,129.99,129.99,129.99,1,Stable Price
Asus,nothingbutsavings,329.33,319.41,339.24,2,Stable Price
Acer,nothingbutsavings,321.38,256.44,372.57,3,Price Drop
Intel,nothingbutsavings,502.07,433.55,570.58,2,Stable Price
Lenovo,nothingbutsavings,383.89,383.89,383.89,1,Stable Price
HP,nothingbutsavings,508.01,252.16,682.1,5,Price Spike
HP,esquared2018,139.98,139.98,139.98,1,Stable Price
Intel,alicexu19861024,675.0,675.0,675.0,1,Stable Price
Apple,electronicscove,100.0,100.0,100.0,1,Stable Price
Intel,blackjok3r93,599.99,599.99,599.99,1,Stable Price
Intel,hightimetech,436.35,436.35,436.35,1,Stable Price
Asus,loanstardomarisave,304.99,304.99,304.99,1,Stable Price
HP,renew4me,265.49,203.99,299.99,6,Price Drop
Lenovo,swingcomputers,440.49,421.99,458.99,2,Stable Price
Intel,swingcomputers,471.99,237.99,686.49,26,Price Spike
ThinkPad,swingcomputers,672.79,659.99,685.59,2,Stable Price
Dell,swingcomputers,361.03,195.99,674.99,12,Price Spike
HP,swingcomputers,512.48,271.79,652.69,25,Price Spike
Microsoft,swingcomputers,474.99,349.99,599.99,2,Price Spike
Dell,eworksil,544.3,544.3,544.3,1,Stable Price
HP,eworksil,174.75,125.5,224.0,2,Price Spike
Lenovo,eworksil,383.5,383.5,383.5,1,Stable Price
HP,atrecycling-ut,174.95,174.95,174.95,1,Stable Price
Lenovo,lonny1969,399.0,399.0,399.0,1,Stable Price
Intel,sj_computers_llc,298.49,220.99,444.99,8,Price Spike
Panasonic,paveitall,214.0,214.0,214.0,1,Stable Price
Apple,paveitall,129.0,129.0,129.0,1,Stable Price
ThinkPad,hummingbirdinternational,299.0,299.0,299.0,1,Stable Price
Apple,azusapawn1,329.99,329.99,329.99,1,Stable Price
Asus,ccmiller931,175.0,175.0,175.0,1,Stable Price
Dell,ccmiller931,309.0,309.0,309.0,1,Stable Price
HP,tecdale_inc,224.99,224.99,224.99,1,Stable Price
Intel,cmarm5,199.0,199.0,199.0,1,Stable Price
ThinkPad,omaha_tek,225.0,225.0,225.0,1,Stable Price
Toshiba,omaha_tek,120.0,120.0,120.0,1,Stable Price
Microsoft,pawn1_06,259.0,259.0,259.0,1,Stable Price
Dell,onedealaday,347.5,269.99,425.0,2,Price Spike
ThinkPad,onedealaday,299.95,299.95,299.95,1,Stable Price
ThinkPad,imperialtw,449.0,449.0,449.0,2,Stable Price
Microsoft,imperialtw,329.0,329.0,329.0,1,Stable Price
Panasonic,mrdevices,199.0,199.0,199.0,1,Stable Price
HP,global-laptops_us,451.06,291.59,572.29,3,Price Spike
Panasonic,forsale2021,288.32,259.99,319.99,3,Stable Price
Intel,sdpawnwallingford,250.0,250.0,250.0,1,Stable Price
Fujitsu,tech4u2c,100.0,100.0,100.0,1,Stable Price
ThinkPad,tech-trading,224.1,224.1,224.1,1,Stable Price
HP,pawnexperts2015,129.99,129.99,129.99,1,Stable Price
HP,epicsavingsonline,279.99,279.99,279.99,1,Stable Price
